token,title,rent/sell,apartment/house,category,register_data,description,city,district,price,credit,rent,business-type,image,build_date,room,meterage,location,elevator,parking,storage,unitpf,tabaghe,sanad,jahat,vaziat,balkon,wc,jenskaff,cooler,heater,tamin_hot_water
gZXOYb8n,فروش آپارتمان ٩٠ مترى دوخوابه بلوار کریمى,residential-sell,apartment-sell,apartment-sell,16-8-2024,"فروش آپارتمان ٩٠ مترى دوخوابه بلوار کریمى|فروش آپارتمان|نوشهر|خرید و فروش فروش آپارتمان در بلوار کریمى نوشهر

برِ اصلى بلوار با موقعیت و دسترسى عالى

واحد ٩٠ مترى دوخوابه

فول بازسازى شده

سقف کناف

کف سرامیک ١x١ 

کابینت ام دى اف ترک

کمدها ریلى

پنجره ها دوجداره

درب ضد سرقت

آیفون تصویرى و درب پارکینگ ریموت

پکیج و رادیاتور نصب

داراى پارکینگ - آسانسور و انبارى

داراى سند تکبرگ| سایت ثبت آگهی، نیازمندی و خرید و فروش دیوار",nowshahr,,3300000000,0,0,personal,"['https://s100.divarcdn.com/static/photo/afra/post/RWY5wusVC-dTXmcuSVklDQ/429AA673-882E-4F0C-B012-4D4642CDE0F8.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/Wis2B8-drIXb65GJbhh0Tg/193BE5BB-A3C8-4F71-BE02-FC291A100EDF.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/jwQ12TsqL4PkiXEsrcdsIQ/58A450C4-A2FC-4CD8-961C-8EDAA9555CBB.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/ZYRRN4mXh01gP-N_XMNvEg/58855379-9C5C-490D-8A2C-3C6B9DA2151C.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/0ZHjAOcC6iV1woLcY3j6XQ/62EA95BD-8708-4553-BCD7-E45034AA6CB5.jpg']",1390,2,90,,,,,,,,,,,,,,,
gZxpFb_4,آپارتمان ۷۶ متری,residential-sell,apartment-sell,apartment-sell,18-7-2024,"آپارتمان ۷۶ متری|فروش آپارتمان|صومعه‌سرا|خرید و فروش ______بِ نام اللّه

______سلام دوستان وقت بخیر



⚪نقد و اقساط 
⚪آپارتمان مورد نظر با امکانات
⚪۳ ط ۵ واحد ط ۱ 
⚪دو خواب 
⚪کمد دیواری
⚪بالکن
⚪نور پردازی شده
⚪گاز رو میزی
⚪هود لمسی
⚪پرِ و پکیج
⚪کناف کاری شده
⚪آسانسور
⚪دارای دو انباری بزرگ
⚪پارکینگ بدون مزاحم
⚪ساختمان کاملا آرام و ساکت 
⚪لوکیشن در بهترین نقطه شهر 
⚪خوش نقشه و نو ساز



⚪آدرس دفتر
⚪خ برشنورد روبروی بانک مسکن/ املاک رویال هوم /



_ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _



خدایا خودت برامون بساز که ساخته های تو بی منته ، موندنیه ، ابدیه 


⚪مشاوره خرید ، فروش ، رهن و اجاره 


⚪برای اطلاعات بیشتر با ما در تماس باشید 


______ممنون از نگاه قشنگتون| سایت ثبت آگهی، نیازمندی و خرید و فروش دیوار",someh-sara,,1880000000,0,0,real-estate-business,"['https://s100.divarcdn.com/static/photo/afra/post/t66Z4RpLfJy5Ud2VFxzPgA/07f44805-0b84-4004-bd65-11f0f5478815.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/wZsP4JdPhlRS-ZR8tO21eQ/982f69fe-aca2-48ff-81ab-bf9205938947.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/1Y_x3WyhI7GvmyKGV9Dk8Q/f33090e2-a25b-4722-bebf-a0936db6ca3c.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/dIoAFM_YXHnIrFe7Of-Jyg/f9608bb9-8000-4db9-a466-3e9a1503e285.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/MbVEsMcaXSP5C6G3YuMENg/60231f08-9b0f-4c8f-8714-c043b70d2d3d.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/k5vKZSr3xX1xf7K2NnHEhw/7b3fab48-2618-4354-87a5-0c95ff7d2a7a.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/eHS5U7_JeEKUG1R8vBdDmQ/774b8412-f27c-43a7-a19c-c02949403978.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/XwblJrZddSlsXfe-TjLe9Q/aedf117f-017e-473c-90f0-6ef2d646604a.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/r5KvwJIHgsz_s4pmTUh-Xw/bedc7250-c9d2-4dce-8787-46240d07992f.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/k6u7DI4u1mHxNimgQTLO9A/83ea5e5a-bd77-42a2-939f-26592f3d2e3f.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/VXBDq3dbqmcGDCRaMyTlGw/26c95b80-f1fa-40b5-9178-1dc1373d37a3.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/9Ec4e8AqL-6RVEVxRnASQw/4ce3747c-9028-4e2a-a35f-a069f131967b.jpg']",1402,2,76,,,,,,,,,,,,,,,
gZxWOy-4,فروش آپارتمان ۶۷ متر فاز 1 نقش جهان,residential-sell,apartment-sell,apartment-sell,06-8-2024,"فروش آپارتمان ۶۷ متر فاز 1 نقش جهان|فروش آپارتمان|پیشوا|خرید و فروش ✅️قابلیت گرفتن ۶۰۰ میلیون وام زوجین
✅️مبلغ ۲۰۰ میلیون رهن برعهده فروشنده
✅️کابینت فول کامل mdf
✅️گازرومیزی و هود 
✅️سینک و شیرآلات اهرمی 
✅️نقاشی شده و کاغذدیواری شده 
✅️کولر آبی و آبگرمکن دیواری 
✅️۲خواب
✅️۲واحدی
✅️تراس
✅️خوش نقشه
✅️دارای سند تک برگ
✅️و انباری
✅️دسترسی به امکانات رفاهی عالی میباشد 
↩️جهت کسب اطلاعات بیشتر و یا بازدید از واحد به دفتر ۱۸متری فاز ۱نقش جهان جنب عابر بانک املاک حسینی مراجعه کنید| سایت ثبت آگهی، نیازمندی و خرید و فروش دیوار",pishva,,1224999936,0,0,real-estate-business,"['https://s100.divarcdn.com/static/photo/afra/post/DTFv9bLichhgNVNCCYcppQ/40911786-2d93-4dc3-8702-f3953c8436cc.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/MreMpniYpLkkdkaZZtgJOw/fc55a505-135c-485d-a547-14a142dd54db.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/ueftsT5YxGcN-YY-D4TyFw/0c69459a-093b-4f63-85c7-e7545a3859d5.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/r8g99xenr_t01773LX1eYQ/866cbd72-b8e6-42df-bbcd-79472895cd5f.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/Mcgm7Id8rVlUVjNTE2aeHw/6def5807-daa0-4411-98e1-63e3259eb1a2.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/PSW7e0m7IuUuAxRgXl_0XQ/319288a8-1ef9-4c0e-8624-f1296b6eb5ae.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/fwJUS7wfSsdySC-Q3v9GxA/e3c5be57-adf4-4cf8-a129-15eac6b29f0a.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/DFSAnRz47ZHN9Q57yBI5xA/8aae3003-0aec-4493-bf0e-4d863eac666f.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/ZB_dWV3CWDc4JU0FGf9rug/4945717f-13fa-47b3-b2bf-640d1ff89134.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/V_x9uWVmQeVF-lRkilAtng/7bc0113b-db75-49e7-b747-11d74f289129.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/gZQsLZPKAyFpNHO-f_8SEQ/207b1934-deb4-4ef1-a2ed-36eaae856514.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/Y1IGjDE6Rk4M3kPWh2vqAQ/ed83df36-6bcf-4c30-9c93-45862daecc5a.jpg']",1393,2,67,"{'latitude': 35.313766, 'longitude': 51.742817}",ندارد,ندارد,دارد,2,,تک‌برگ,جنوبی,بازسازی شده,دارد,ایرانی,سرامیک,کولر آبی,بخاری,آبگرم‌کن
gZy-Rqo1,اجاره باغ ویلا مشهد,temporary-rent,villa,villa,06-8-2024,"اجاره باغ ویلا مشهد|اجارهٔ کوتاه مدت ویلا و باغ|مشهد، بلوار توس|خرید و فروش اجاره باغ ویلا 
به صورت نیم تایم فول تایم ✳️
استخر داخل جکوزی ✳️
آتیش کده باربیکیو ✳️
دوخوابه سالن دار✳️
حیاطی لاکچری ✳️
مشاوره املاک اتحاد ❌
محمد مجاهد 
اجاره بیش از 10 باغ با هر قیمت توان مالی. ️| سایت ثبت آگهی، نیازمندی و خرید و فروش دیوار",mashhad,bolvartoos,0,0,0,real-estate-business,"['https://s100.divarcdn.com/static/photo/afra/post/R04H6lE7wBmKOCGOBExvdQ/83a8d1fc-700b-481a-a3ee-ec084b9b4f2d.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/Eu3wN4oR-X0P5CT0k9VDrQ/ab7581aa-27e2-4cba-8bf9-57a01d73df54.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/cFPBS3Kfl6WLnLkzUk4ZcA/9c320160-c8a7-4f77-82ed-c4a838880c96.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/ZHXaGXd0pq-37JlO5ncJHw/39cb4e48-4e86-4e54-a5f5-4ce072c535a3.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/FxvjXosQcksdMIg651qJsw/ba313110-3e9b-476b-a38c-923575833021.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/ERU3-JNA6hC-RAcLyy_wNA/d83a127e-032d-4586-b861-27ab2b9d8a0b.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/0GCjOE0Gc25wIHlyVy2z_Q/7c883699-ea3d-425f-851e-1e3b5b6c81a1.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/a4UJ4llUr2TZNh6qqIXPuA/d9f15556-0f7e-4753-b468-06cca2487f3a.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/V4hKyHe5k5qlxROPJKofeQ/487952ab-9c5b-4382-a491-f074902ec15f.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/facHkbjRb1iTR2xJfckFsQ/3fd9c5e5-ed10-47f6-9a95-1b3e390d6e37.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/EXVkbXLXAFgoCLl7oSATrQ/c400c707-99f8-43e5-838b-5f91f0a1a142.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/ZUMsJRcg7SU7oN0RDVkvow/b05f945f-5718-49c5-aad0-6348a108c165.jpg']",,2,1000,"{'latitude': 36.398525, 'longitude': 59.46594}",,,,,,,,,,,,,,
gZy41cyU,پیش فروش واحد ساحلی کلاچای,real-estate-services,presell,presell,30-7-2024,"پیش فروش واحد ساحلی کلاچای|پیش‌فروش ملک|کلاچای|خرید و فروش پیش فروش آپارتمان ساحلی کلاچای در محیطی خلوت و آرام در محدوده خیابان ساحل(بابامحسن).
طبقه دوم ۹۵ متر، دو خواب.
دارای پارکینگ بدون مزاحم، آسانسور، انباری، بالکن.
آپارتمان ۴ طبقه کلا ۸ واحد.
تحویل ۲ ساله.
با قیمت استثنایی متری ۳۴ میلیون تومان.
با پیش پرداخت ۱ میلیارد تومان.
پرداخت همزمان با پیشرفت کار.
تخفیف پای معامله 
مشاور املاک رستمی میدان نواب کلاچای.
/=/=/=/=/=/=/=/=/=/=/=/=/=/=/=/=/=/=/=/
ما میتوانیم خلق کنیم و بسازیم و روح دهیم هر آنچه در رویاهای شماست.
/=/=/=/=/=/=/=/=/=/=/=/=/=/=/=/=/=/=/=/
مشاور املاک رستمی میدان نواب کلاچای.| سایت ثبت آگهی، نیازمندی و خرید و فروش دیوار",kelachay,,0,0,0,real-estate-business,"['https://s100.divarcdn.com/static/photo/afra/post/dLzKKLimuZnRWuMLBNyR1Q/6172fe5c-998f-4b38-b06a-ba257fbe918b.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/z7IsD1QgWePfTXO0PD7LSw/992d5a6d-3b47-4180-ad93-f832f3256315.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/JrDsFqY7WKv5UTHLo18gpA/f705db4c-9ac8-49ac-9ddd-d28fd8708e5c.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/mAdmfIRNncJUbDCnLFfEDw/e0ff086c-d9aa-401b-a14e-78177414bd3d.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/0Kj5r-eFtnm0iwB_iXiqYw/33fc3926-e9d1-4834-ad47-36a1b3381f23.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/UxAH2l6gLPz2mkmi1sT4RQ/a7522d6a-4914-4d85-b8ed-ca24795176e3.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/4C2FesRoXF40YNEkeCFuiw/987b63c3-0553-43c5-8a21-45bd9531c7bd.jpg']",,,,"{'latitude': 37.08782, 'longitude': 50.383026}",,,,,,,,,,,,,,
gZy6IcWM,اجاره اپارتمان روزانه,temporary-rent,suite-apartment,suite-apartment,07-8-2024,"اجاره اپارتمان روزانه|اجارهٔ کوتاه مدت آپارتمان و سوئیت|مشهد، الهیه|خرید و فروش سلام واخد تمیز ضد عفونی بسیار مرتب
حمام دستشویی جدا ضد عفونی تمیز
امنیت عالی محیطی ارام و بی سر صدا
سیستم سرمایش عالی 
دسترسی اسان ب امکانات رفاهی 
جا پارک فراوان امنیت بالا
با سپاس| سایت ثبت آگهی، نیازمندی و خرید و فروش دیوار",mashhad,elahiyehblvd,0,0,0,personal,"['https://s100.divarcdn.com/static/photo/neda/post/CkEd7BB8Mixr1qb973qHUA/1065fec5-2076-428b-8c24-d8f4c04a4c25.jpg', 'https://s100.divarcdn.com/static/photo/neda/post/DfVTuRaqY9hF188-QSJfvg/a64edb9d-18e4-4265-93d7-da6732f09cf4.jpg', 'https://s100.divarcdn.com/static/photo/neda/post/1B0NYbltbsaRUVFgzoK-OA/3b79af8e-56a1-4335-9ebf-81fb38d88394.jpg']",,1,50,,,,,,,,,,,,,,,
gZy6y9KE,فروش هسا۲ تکخواب تحویلی,residential-sell,apartment-sell,apartment-sell,06-8-2024,"فروش هسا۲ تکخواب تحویلی|فروش آپارتمان|پرند|خرید و فروش باسلام 

هسا۲
۵۸ متری
طبقه سوم
تکخوابه
جهت شمالی
کلید کارت
بلوک جای خوب
مناسب سرمایه گذاری و سکونت
مشاور شما خانم بشارت| سایت ثبت آگهی، نیازمندی و خرید و فروش دیوار",parand-city,,900000000,0,0,real-estate-business,['https://s100.divarcdn.com/static/photo/afra/post/OA0deC7wW2zhx8bOq_RRlA/0cdb17be-8780-4be6-b2b3-af213c7e2092.jpg'],1403,1,58,"{'latitude': 35.490154, 'longitude': 50.91005}",ندارد,ندارد,ندارد,,,,,,دارد,ایرانی,سرامیک,,,
gZyahZk5,تاپ لوکیشن تهرانسر پاخوردار روبه روی تره بار اصلی,commercial-rent,shop-rent,shop-rent,06-8-2024,"تاپ لوکیشن تهرانسر پاخوردار روبه روی تره بار اصلی|اجارهٔ مغازه و غرفه|تهران، تهران‌سر|خرید و فروش ✅♦♦ املاک امیری شعبه تهرانسر  ♦♦✅
  بورس اجاره مغازه و تجاری در بهترین مناطق

این مورد آگهی: 
✅ ۳۰ متر مغازه به همراه بالکن در بهترین منطقه با پاخور بالا  ( روبه روی تره بار اصلی تهرانسر ) 
✅ مناسب تمام مشاغل بخصوص مواد غذایی  ،  مرغ و گوشت و پروتئینی ،  تهیه غذا  ،  لبنیاتی و عطاری و  ....... 
✅ فوری آماده ی واگذاری 


♦♦♦♦♦♦♦♦♦♦♦♦♦♦| سایت ثبت آگهی، نیازمندی و خرید و فروش دیوار",tehran,tehransar,0,300000000,35000000,real-estate-business,"['https://s100.divarcdn.com/static/photo/afra/post/CU3DG6tl7G-rLU4psgPxcA/9b5dd5d5-6d83-4485-9b76-3c2fa4438d79.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/zDwcmkku7_smVEkA85oANQ/e7c278f9-6e07-4894-b010-98b67b0d9b89.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/M8dWf7SidSizCCfzzlwccw/4f5ddf30-dfb8-4329-b57e-b3eaf98b88cc.jpg']",1385,0,30,,,,,,,,,,,,,,,
gZYFgfYa,اجاره سوییت مبله_امن و آرام_کنار زاینده رود,temporary-rent,suite-apartment,suite-apartment,29-7-2024,"اجاره سوییت مبله_امن و آرام_کنار زاینده رود|اجارهٔ کوتاه مدت آپارتمان و سوئیت|اصفهان، شهرستان|خرید و فروش سوییت مبله
نزدیک به کلیه امکانات رفاهی
فاصله تا زاینده رود زیبا کمتر از ۳ دقیقه
امن ، دنج و بسیار آرام
۲۴ ساعته پاسخگوی درخواست شما عزیزان هستم
جهت کسب اطلاعات بیشتر و رزرو فقط و فقط تماس بگیرین.| سایت ثبت آگهی، نیازمندی و خرید و فروش دیوار",isfahan,shahrestan,0,0,0,real-estate-business,['https://s100.divarcdn.com/static/photo/afra/post/kikuq2ZqVRHGl5hV5dz8hw/502a1dd1-cf23-4e45-ba62-1191fbd4ffc7.jpg'],,0,35,,,,,,,,,,,,,,,
gZYGcVd9,۶۰ متر نقلی_کوی‌صبا,residential-sell,apartment-sell,apartment-sell,18-7-2024,"۶۰ متر نقلی_کوی‌صبا|فروش آپارتمان|دورود|خرید و فروش متراژ ۶۰ متر
امتیازات جدا
راه جدا
طبقه همکف بدون پله
سه طرف نورگیر
لوکیشن درجه یک در دورود
ملک به صورت قولنامه‌ای معامله میشود
یک خواب مستر
بسیار شیک و تر‌تمیز
با ملک ویلایی معاوضه و الباقی پول نقد پرداخت میشود| سایت ثبت آگهی، نیازمندی و خرید و فروش دیوار",dorud,,1100000000,0,0,real-estate-business,"['https://s100.divarcdn.com/static/photo/afra/post/2krOxA7NmmpA60qzIgbs1g/D495FCCF-744C-4381-B8B4-EB0E275ECC15.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/xCKVobAFm1PsO8XP7TVs5g/46AEEB68-90D6-41C2-BA96-2BC441FFBAEF.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/1WEMHmmC2-XE9Kb6hTKcKA/DACA3D3B-42E2-4FB5-96D4-91B3DFCBD362.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/slANqF-2BkGewtm72jvZGg/EA5AE624-2874-4B84-B284-EDADDB795F35.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/u_gKpRmEz1kixsM25Pa8ZQ/EE673FEA-738A-4B3B-857D-15B3161E1394.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/pIu5iTcY6UsKGrbZ2fMwuQ/3C19BF30-DB50-4B92-92EF-AC81426D7BFF.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/4iXq2y9yGnJUy4ue59IAlA/33E15BB4-8526-419D-8874-A4DB88E8941B.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/Y86IkDmlam8hzhxX7ivB8Q/5A452DE7-3266-4CA1-A2A6-23F98637EB1B.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/lKvEHkN1HzMr9J43yVeGPQ/2FD7E365-20E5-4717-BC68-F18F4F061C1B.jpg']",1400,1,60,,ندارد,ندارد,دارد,1,,قول‌نامه‌ای,شمالی,بازسازی شده,دارد,ایرانی,سرامیک,کولر گازی,شوفاژ,آبگرم‌کن
gZyGx0ki,۶۵ متر آپلرتمان اجاره ای در پایینتر از فلکه پنجم,residential-rent,apartment-rent,apartment-rent,06-8-2024,"۶۵ متر آپلرتمان اجاره ای در پایینتر از فلکه پنجم|اجارهٔ آپارتمان|فردیس|خرید و فروش برای دیدن تمام اگهی های ((املاک ستاره)) در پایین صفحه روی گزینه (همه اگهی ها واطلاعات آژانس) بزنید
پارکینگ
انباری
بالکن
شمالی روبه نما
افتابگیر
نماسنگ
خوش نقشه
۶ واحدی
هر طبقه دو واحد


مدیریت                                                                                                                                                                                                                                        زارعی                                                                                                                                                                                                                                                   تجویدی     
ادرس دفتر

قریشی شمالی بین خیابان ۳۱ ام وخیابان نوبهاری  املاک ستاره| سایت ثبت آگهی، نیازمندی و خرید و فروش دیوار",fardis-city,,0,350000000,0,real-estate-business,"['https://s100.divarcdn.com/static/photo/afra/post/NTqcOO0vT5Eh4ZMFAL0IcA/31aa6497-dcd5-47de-91bf-ad04e75341c1.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/wxAyI8o2w0Yy4n9EfwvI0A/173ff1bb-ca6d-419a-b889-f12be013e474.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/_YZLiWP2fRlVCrPyTfx2NA/c9f3d37e-9a2a-4c8e-ad3e-8ba0690a336c.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/Z6Ba1qMZmrn6XiNm6TPLCQ/2dce85ae-67a7-48f6-879b-75ffbd62b4a0.jpg']",1390,1,65,"{'latitude': 35.704918, 'longitude': 50.98477}",,,,,,,,,,,,,,
gZYGyRKJ,آپارتمان۱۱۷ متری قبا,residential-rent,apartment-rent,apartment-rent,17-7-2024,"آپارتمان۱۱۷ متری قبا|اجارهٔ آپارتمان|تهران، قبا|خرید و فروش ⚜لوکیشن عالی⚜ 
⚜روبه آفتاب⚜
⚜نقشه بی نظیر  بدون ۱سانت پرتی⚜ 
✅سرایداری مقیم 
✅پارکینگ
✅انباری 
✅آسانسور
✅لابی 
⚜امکان تمدید برای سال های آینده⚜ 
✅تماس تا:۱۲شب 
⚜مشاورشما:سیف⚜| سایت ثبت آگهی، نیازمندی و خرید و فروش دیوار",tehran,qoba,0,1000000000,24000000,real-estate-business,"['https://s100.divarcdn.com/static/photo/afra/post/uEYc2w7zyRqJDI2F5PPS9w/5d61d6dd-b447-4eba-a9b4-3a5e0332bb02.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/ZNb5y_E76WJCRwbGSSPBfQ/9b9b83da-11ea-4e13-a549-dd088bd16ce6.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/_A85k8Gae1Vd4JfNyuLQDQ/f29c17fc-7b87-4c8e-9fb3-1e422455a8b7.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/i80sz1zTka7nzHV56IKNQA/eaa07290-a6ee-4dbb-ab5f-4acdd59acb6d.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/CuIkdx27WC_igovFOy5hiQ/e1c9d7cd-9c08-4d99-a6cc-ea2c62efb94e.jpg']",1390,2,117,"{'latitude': 35.76355, 'longitude': 51.450417}",دارد,دارد,دارد,2,,,جنوبی,بازسازی شده,دارد,ایرانی و فرنگی,سنگ,کولر آبی,شوفاژ,موتورخانه
gZYKQuk5,باغچه پیشک دو,commercial-sell,industry-agriculture-business-sell,industry-agriculture-business-sell,17-7-2024,باغچه پیشک دو|فروش دفاتر صنعتی، کشاورزی و تجاری|ماهدشت|خرید و فروش باغچه،دارای  دیوار وفنس،اتاق ۲۰ متری،سرویس بهداشتی ،استخر،آتیشگاه،کباب پز،درختان شیش الی ۱۰ساله بارده،کوچه اختصاصی،آب ده روز یکبار،نگهبانی ۲۴ ساعته،عکسها گویای همه چیز هست| سایت ثبت آگهی، نیازمندی و خرید و فروش دیوار,mahdasht-city,,1800000000,0,0,personal,"['https://s100.divarcdn.com/static/photo/afra/post/Sfn5WOXUlEPU_7HT9h6ztQ/67c1bd00-3167-40bc-a4fa-a31ba43a9d4b.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/Qd5pnQv6L16f0WC5kdhsfQ/8c7e1acb-f0ba-4e2a-bb01-2cc56b9a26d2.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/_9RXWeHV8LOvt9BhU11cMA/9c324f0e-ff15-4c8d-ba07-aff3997ae5b9.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/YCmasxqyM0ZtctQixZWKwg/8c0a38eb-b602-4c0a-8985-a67f605c991e.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/onMPqYEOOrZ8KTXW8ogq8g/f959af98-0516-4cdf-a989-3d830409f8a3.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/SBB-tsfyXk9ZrdHhK1AutA/aa375d79-a04a-40e2-9d82-eb3088275325.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/-0dZy6WO-lUjsJnb45x7RA/8c3c4d01-3f66-4e52-a532-efaa96aa58f4.jpg', 'https://s100.divarcdn.com/static/photo/afra/post/mHq3VWVPBAuMbpbE72vmHw/d104ee69-1a8e-4eb4-b299-b9eb98c06fab.jpg']",1402,1,717,"{'latitude': 35.752830884634, 'longitude': 50.80050610765}",,,,,,,,,,,,,,
